  4.000   5.000  0.00  0.7000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
  5.000   7.500  0.00  0.7000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
  7.000  10.000  0.00  0.7000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
 10.000  20.000  0.00  0.7000 -180.00 180.00  0.0025  0.0005         -99         -99         -99         -99
 20.000 999.000  0.00  0.7000 -180.00 180.00  0.0025  0.0005         -99         -99         -99         -99
  4.000   5.000  0.70  1.4000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
  5.000   7.500  0.70  1.4000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
  7.000  10.000  0.70  1.4000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
 10.000  20.000  0.70  1.4000 -180.00 180.00  0.0025  0.0005         -99         -99         -99         -99
 20.000 999.000  0.70  1.4000 -180.00 180.00  0.0025  0.0005         -99         -99         -99         -99
  4.000   5.000  1.40  2.1000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
  5.000   7.500  1.40  2.1000 -180.00 180.00  0.0020  0.0005         -99         -99         -99         -99
  7.000  10.000  1.40  2.1000 -180.00 180.00  0.0030  0.0005         -99         -99         -99         -99
 10.000  20.000  1.40  2.1000 -180.00 180.00  0.0030  0.0005         -99         -99         -99         -99
 20.000 999.000  1.40  2.1000 -180.00 180.00  0.0030  0.0005         -99         -99         -99         -99
